eal,Trade Date,Settlement Date,Asset/Account,Description,Note,Type,Category,Fee,Quantity,Security,Amount (CAD),Original Currency Amount,Exchange Rate
672fa8b1c88c949958493344,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac Transit - 3461 TLNK/0458908551,,withdrawal,,,-,,-3.2,-3.2 CAD,1
672fa8b1c88c94995849334a,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac Transit - 4899 TLNK/0458818815,,withdrawal,,,-,,-3.2,-3.2 CAD,1
672fa8b2c88c949958493350,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac Transit - 6676 TLNK/0458863599,,withdrawal,,,-,,-3.2,-3.2 CAD,1
672fa8b2c88c949958493356,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.99,-45.99 CAD,1
672fa8b2c88c94995849335c,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent tharit email 5629JX,,withdrawal,,,-,,-650,-650 CAD,1
672fa8b2c88c949958493362,10/15/24,10/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1A83UrKqpvg,,deposit,,,-,,350,350 CAD,1
672fa8e2c88c949958493bec,10/15/24,10/15/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE INTEREST,,withdrawal,,,-,,-1.88,-1.88 CAD,1
672fa8e2c88c949958493bf2,10/15/24,10/15/24,RBC Online Banking (RBC Cash Back Mastercard),PURCHASE INTEREST,,withdrawal,,,-,,-38.62,-38.62 CAD,1
672fab82cbd002100c0b811d,10/15/24,10/15/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET DEPOSIT XXXXXXXX1244,,deposit,Deposits,,-,,2022.58,2022.58 CAD,1
672faa8a1179cb833f28556b,10/12/24,10/12/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*O92MI10X3 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-20.99,-20.99 CAD,1
672faa8a1179cb833f285571,10/12/24,10/12/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*YY3DW3U23 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-82.49,-82.49 CAD,1
672fa8b1c88c9499584932f0,10/11/24,10/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3138 COSTCO WHOLESAL,,withdrawal,,,-,,-5.44,-5.44 CAD,1
672fa8b1c88c9499584932f6,10/11/24,10/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9004 A & W # 0540,,withdrawal,,,-,,-11,-11 CAD,1
672faa8a1179cb833f285565,10/11/24,10/11/24,CIBC Online Banking (Recommended) (CIBC VISA),ARDUINO CREATE HTTPSCLOUD.AR  MA 6.99 USD @ 1.XX3447 4XXX********9545,,withdrawal,Entertainment,,-,,-9.88,-9.88 CAD,1
672faa8b1179cb833f285614,10/11/24,10/11/24,CIBC Online Banking (Recommended) (CIBC VISA),PURCHASE INTEREST 4XXX********6831,,fee,Service Charges/Fees,,-,,-14.2,-14.2 CAD,1
672faa8c1179cb833f28573b,10/11/24,10/11/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX9044,,transfer,Transfers,,-,,-300,-300 CAD,1
672fa8b1c88c9499584932ea,10/10/24,10/10/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9373 A & W # 0540,,withdrawal,,,-,,-11.27,-11.27 CAD,1
672faa8a1179cb833f285553,10/10/24,10/10/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*JZ6DI9133 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-39.75,-39.75 CAD,1
672faa8a1179cb833f285559,10/10/24,10/10/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*2083L3ES3 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-31.57,-31.57 CAD,1
672faa8a1179cb833f28555f,10/10/24,10/10/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,300,300 CAD,1
672faa8c1179cb833f285735,10/10/24,10/10/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT TD INSURANCE TD ASSURANCE,,withdrawal,Insurance,,-,,-152.35,-152.35 CAD,1
672fa8b1c88c9499584932e4,10/9/24,10/9/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3621 COSTCO WHOLESAL,,withdrawal,,,-,,-17.3,-17.3 CAD,1
672faa8a1179cb833f28554d,10/9/24,10/9/24,CIBC Online Banking (Recommended) (CIBC VISA),Amazon.ca Prime Member amazon.ca/pri  BC 4XXX********9545,,withdrawal,Dues and Subscriptions,,-,,-11.49,-11.49 CAD,1
672faa8c1179cb833f28572f,10/9/24,10/9/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT BELL ALIANT,,transfer,Transfers,,-,,-109.25,-109.25 CAD,1
672fa8b1c88c9499584932d2,10/8/24,10/8/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 0225 COSTCO WHOLESAL,,withdrawal,,,-,,-149.26,-149.26 CAD,1
672fa8b1c88c9499584932d8,10/8/24,10/8/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3840 COSTCO WHOLESAL,,withdrawal,,,-,,-8.98,-8.98 CAD,1
672fa8b1c88c9499584932de,10/8/24,10/8/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0222 A & W # 0540,,withdrawal,,,-,,-11.53,-11.53 CAD,1
672fa8e2c88c949958493be6,10/8/24,10/8/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672faa8a1179cb833f285541,10/8/24,10/8/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*GZ2FR62I3 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-12.97,-12.97 CAD,1
672faa8a1179cb833f285547,10/8/24,10/8/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*8Z0IX5673 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-88.47,-88.47 CAD,1
672faa8c1179cb833f285729,10/8/24,10/8/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX1808 MATEUS SAAR,,transfer,Transfers,,-,,500,500 CAD,1
672fa8b1c88c949958493284,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments XFXDYS,,withdrawal,,,-,,-500,-500 CAD,1
672fa8b1c88c94995849328a,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9939 A & W # 0540,,withdrawal,,,-,,-6.03,-6.03 CAD,1
672fa8b1c88c949958493290,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac Transit - 6024 TLNK/0458197775,,withdrawal,,,-,,-3.2,-3.2 CAD,1
672fa8b1c88c949958493296,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac Transit - 7212 TLNK/0458314581,,withdrawal,,,-,,-3.2,-3.2 CAD,1
672fa8b1c88c94995849329c,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Loan payment,,withdrawal,,,-,,-1045.8,-1045.8 CAD,1
672fa8b1c88c9499584932a2,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 5593 BCF-TSA SELF SE,,withdrawal,,,-,,-38.2,-38.2 CAD,1
672fa8b1c88c9499584932a8,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 4304 PENINSULA PIZZA,,withdrawal,,,-,,-39.18,-39.18 CAD,1
672fa8b1c88c9499584932ae,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 9702 ESSO 7-ELEVEN 3,,withdrawal,,,-,,-28.27,-28.27 CAD,1
672fa8b1c88c9499584932b4,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments HXACKY,,withdrawal,,,-,,-1100,-1100 CAD,1
672fa8b1c88c9499584932ba,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball YL27NL,,withdrawal,,,-,,-20,-20 CAD,1
672fa8b1c88c9499584932c0,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 9236,,withdrawal,,,-,,-78,-78 CAD,1
672fa8b1c88c9499584932c6,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1AtMcBNmVqp,,deposit,,,-,,35,35 CAD,1
672fa8b1c88c9499584932cc,10/7/24,10/7/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1AJGpWJKqcC,,deposit,,,-,,80,80 CAD,1
672faa8a1179cb833f285535,10/7/24,10/7/24,CIBC Online Banking (Recommended) (CIBC VISA),GOOGLE *Google One g.co/helppay#  NS 4XXX********9545,,withdrawal,Online Services,,-,,-4.51,-4.51 CAD,1
672faa8a1179cb833f28553b,10/7/24,10/7/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*D62XX8123 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-22.12,-22.12 CAD,1
672faa8c1179cb833f285717,10/7/24,10/7/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX3371 MATEUS SAAR,,transfer,Transfers,,-,,1100,1100 CAD,1
672faa8c1179cb833f28571d,10/7/24,10/7/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX3693,,transfer,Transfers,,-,,-72.91,-72.91 CAD,1
672faa8c1179cb833f285723,10/7/24,10/7/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX0357,,transfer,Transfers,,-,,-1050.11,-1050.11 CAD,1
672fa8e2c88c949958493bda,10/6/24,10/6/24,RBC Online Banking (RBC Cash Back Mastercard),Spotify P307A708D0,,withdrawal,,,-,,-12.64,-12.64 CAD,1
672fa8e2c88c949958493be0,10/6/24,10/6/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,78,78 CAD,1
672faa8a1179cb833f28552f,10/6/24,10/6/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,1050.11,1050.11 CAD,1
672fa8b1c88c94995849326c,10/4/24,10/4/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0414 A & W # 0540,,withdrawal,,,-,,-11,-11 CAD,1
672fa8b1c88c949958493272,10/4/24,10/4/24,RBC Online Banking (RBC Advantage Banking),Misc Payment NL POWER INC,,withdrawal,,,-,,-75.62,-75.62 CAD,1
672fa8b1c88c949958493278,10/4/24,10/4/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1AvgFgMrPUR,,deposit,,,-,,850,850 CAD,1
672fa8b1c88c94995849327e,10/4/24,10/4/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent jim tobin 6UBSQL,,withdrawal,,,-,,-300,-300 CAD,1
672faa8a1179cb833f28551d,10/4/24,10/4/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,72.91,72.91 CAD,1
672faa8a1179cb833f285523,10/4/24,10/4/24,CIBC Online Banking (Recommended) (CIBC VISA),INTEREST REVERSAL 4XXX********9545,,deposit,Refunds/Adjustments,,-,,0.01,0.01 CAD,1
672faa8a1179cb833f285529,10/4/24,10/4/24,CIBC Online Banking (Recommended) (CIBC VISA),PURCHASE INTEREST 4XXX********9545,,fee,Service Charges/Fees,,-,,-79.34,-79.34 CAD,1
672fa8b1c88c94995849325a,10/3/24,10/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball KQVREV,,withdrawal,,,-,,-50,-50 CAD,1
672fa8b1c88c949958493260,10/3/24,10/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4224 COSTCO WHOLESAL,,withdrawal,,,-,,-13.64,-13.64 CAD,1
672fa8b1c88c949958493266,10/3/24,10/3/24,RBC Online Banking (RBC Advantage Banking),Payroll Deposit NUYTCO RESEARCH,,deposit,,,-,,2314.07,2314.07 CAD,1
672fa8b1c88c94995849324e,10/2/24,10/2/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 7885 COSTCO WHOLESAL,,withdrawal,,,-,,-11.73,-11.73 CAD,1
672fa8b1c88c949958493254,10/2/24,10/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments D9ARV5,,withdrawal,,,-,,-200,-200 CAD,1
672faa8c1179cb833f285711,10/2/24,10/2/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX2547 MATEUS SAAR,,transfer,Transfers,,-,,200,200 CAD,1
672fa8b1c88c949958493212,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0377 PIZZA PIZZA # 5,,withdrawal,,,-,,-8.66,-8.66 CAD,1
672fa8b1c88c949958493218,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2286 COSTCO WHOLESAL,,withdrawal,,,-,,-16.67,-16.67 CAD,1
672fa8b1c88c94995849321e,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 6641 WALMART STORE #,,withdrawal,,,-,,-24.15,-24.15 CAD,1
672fa8b1c88c949958493224,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3511 SHOPPERS DRUG M,,withdrawal,,,-,,-31.49,-31.49 CAD,1
672fa8b1c88c94995849322a,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.99,-45.99 CAD,1
672fa8b1c88c949958493230,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments WCZGAF,,withdrawal,,,-,,-500,-500 CAD,1
672fa8b1c88c949958493236,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1AFjqxeNfxD,,deposit,,,-,,475,475 CAD,1
672fa8b1c88c94995849323c,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments 5BXX5Z,,withdrawal,,,-,,-600,-600 CAD,1
672fa8b1c88c949958493242,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent tharit email 8WT9HR,,withdrawal,,,-,,-51.6,-51.6 CAD,1
672fa8b1c88c949958493248,10/1/24,10/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mridul misra 7983ba4a4d3a4fc242e7f058d25d4b70,,deposit,,,-,,1050,1050 CAD,1
672faa8c1179cb833f285705,10/1/24,10/1/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX8145 MATEUS SAAR,,transfer,Transfers,,-,,500,500 CAD,1
672faa8c1179cb833f28570b,10/1/24,10/1/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX8151 MATEUS SAAR,,transfer,Transfers,,-,,600,600 CAD,1
672fab82cbd002100c0b8117,10/1/24,10/1/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX3391,,transfer,Transfers,,-,,-200,-200 CAD,1
672faa8c1179cb833f2856e7,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,,fee,Service Charges/Fees,,-,,-6.95,-6.95 CAD,1
672faa8c1179cb833f2856ed,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction SERVICE CHARGE DISCOUNT,,deposit,Service Charges/Fees,,-,,6.95,6.95 CAD,1
672faa8c1179cb833f2856f3,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT 2XX1113RBC PYT,,transfer,Transfers,,-,,-1183.95,-1183.95 CAD,1
672faa8c1179cb833f2856f9,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction OVERDRAFT INTEREST CHARGE,,fee,Service Charges/Fees,,-,,-2.29,-2.29 CAD,1
672faa8c1179cb833f2856ff,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction OVERDRAFT FEE,,fee,Service Charges/Fees,,-,,-5,-5 CAD,1
672fab82cbd002100c0b8111,9/27/24,9/27/24,CIBC Online Banking (Recommended) (Savings),Branch Transaction INTEREST,,interest,Interest,,-,,0.42,0.42 CAD,1
672fab82cbd002100c0b810b,9/26/24,9/26/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX0582,,transfer,Transfers,,-,,-200,-200 CAD,1
672fa8b0c88c949958493206,9/24/24,9/24/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit EVA REDMOND C1AnTczhzAvK,,deposit,,,-,,1190,1190 CAD,1
672fa8b0c88c94995849320c,9/24/24,9/24/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1ArmbMpHJRk,,deposit,,,-,,475,475 CAD,1
672fab82cbd002100c0b8105,9/24/24,9/24/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX0066,,transfer,Transfers,,-,,-100,-100 CAD,1
672fa8b0c88c949958493200,9/23/24,9/23/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball H4TVA3,,withdrawal,,,-,,-22,-22 CAD,1
672fa8e2c88c949958493bc8,9/21/24,9/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672fa8e2c88c949958493bce,9/21/24,9/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-14.68,-14.68 CAD,1
672fa8e2c88c949958493bd4,9/21/24,9/21/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-28.24,-28.24 CAD,1
672faa8c1179cb833f2856e1,9/20/24,9/20/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX2602,,transfer,Transfers,,-,,-60,-60 CAD,1
672fa8b0c88c9499584931fa,9/19/24,9/19/24,RBC Online Banking (RBC Advantage Banking),BR TO BR - 8715,,deposit,,,-,,870.33,870.33 CAD,1
672faa8b1179cb833f28560e,9/19/24,9/19/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********6831,,transfer,Credit Card Payments,,-,,60,60 CAD,1
672fa8b0c88c9499584931f4,9/17/24,9/17/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9976 A W #0345,,withdrawal,,,-,,-23.9,-23.9 CAD,1
672fab82cbd002100c0b80f9,9/17/24,9/17/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX9976,,transfer,Transfers,,-,,-100,-100 CAD,1
672fab82cbd002100c0b80ff,9/17/24,9/17/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX3056,,transfer,Transfers,,-,,-200,-200 CAD,1
672fa8b0c88c9499584931d0,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4360 DSPS PARKING,,withdrawal,,,-,,-4,-4 CAD,1
672fa8b0c88c9499584931d6,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9045 TIM HORTONS #22,,withdrawal,,,-,,-4.99,-4.99 CAD,1
672fa8b0c88c9499584931dc,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 6622 WALMART STORE #,,withdrawal,,,-,,-53.07,-53.07 CAD,1
672fa8b0c88c9499584931e2,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.99,-45.99 CAD,1
672fa8b0c88c9499584931e8,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1Ax3Xm5sfm4,,deposit,,,-,,350,350 CAD,1
672fa8b0c88c9499584931ee,9/16/24,9/16/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments KPNNH7,,withdrawal,,,-,,-350,-350 CAD,1
672fa8e2c88c949958493bc2,9/16/24,9/16/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-4.51,-4.51 CAD,1
672faa8c1179cb833f2856c9,9/16/24,9/16/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX6727 MATEUS SAAR,,transfer,Transfers,,-,,350,350 CAD,1
672faa8c1179cb833f2856cf,9/16/24,9/16/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX5301,,transfer,Transfers,,-,,-73,-73 CAD,1
672faa8c1179cb833f2856d5,9/16/24,9/16/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX3829 natasha,,transfer,Transfers,,-,,-39,-39 CAD,1
672faa8c1179cb833f2856db,9/16/24,9/16/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX0587 tharit,,transfer,Transfers,,-,,-650,-650 CAD,1
672fab82cbd002100c0b80f3,9/16/24,9/16/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX5156,,transfer,Transfers,,-,,-500,-500 CAD,1
672faa8a1179cb833f285517,9/14/24,9/14/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,73,73 CAD,1
672fa8b0c88c9499584931c4,9/13/24,9/13/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 6721 A   W # 0593,,withdrawal,,,-,,-16.76,-16.76 CAD,1
672fa8b0c88c9499584931ca,9/13/24,9/13/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4596 A&W #0226,,withdrawal,,,-,,-33.96,-33.96 CAD,1
672fa8e1c88c949958493bbc,9/13/24,9/13/24,RBC Online Banking (RBC Cash Back Mastercard),OVERLIMIT FEE,,withdrawal,,,-,,-29,-29 CAD,1
672fa8b0c88c9499584931b8,9/12/24,9/12/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 7980 COSTCO WHOLESAL,,withdrawal,,,-,,-5.44,-5.44 CAD,1
672fa8b0c88c9499584931be,9/12/24,9/12/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 5942 COSTCO WHOLESAL,,withdrawal,,,-,,-107.37,-107.37 CAD,1
672fa8e1c88c949958493bb0,9/12/24,9/12/24,RBC Online Banking (RBC Cash Back Mastercard),PURCHASE INTEREST,,withdrawal,,,-,,-37.59,-37.59 CAD,1
672fa8e1c88c949958493bb6,9/12/24,9/12/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE INTEREST,,withdrawal,,,-,,-1.88,-1.88 CAD,1
672faa8a1179cb833f2854ff,9/12/24,9/12/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #X2135 COQUITLAM  BC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-0.53,-0.53 CAD,1
672faa8a1179cb833f285505,9/12/24,9/12/24,CIBC Online Banking (Recommended) (CIBC VISA),IMPARKXXXX1888U VANCOUVER  BC 4XXX********9545,,withdrawal,Travel,,-,,-2,-2 CAD,1
672faa8a1179cb833f28550b,9/12/24,9/12/24,CIBC Online Banking (Recommended) (CIBC VISA),MICHAELS #3917 N VANCOUVER  BC 4XXX********9545,,withdrawal,Hobbies,,-,,-12.62,-12.62 CAD,1
672faa8a1179cb833f285511,9/12/24,9/12/24,CIBC Online Banking (Recommended) (CIBC VISA),THOM VANCOUVER  BC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-105.32,-105.32 CAD,1
672faa8b1179cb833f285608,9/12/24,9/12/24,CIBC Online Banking (Recommended) (CIBC VISA),PURCHASE INTEREST 4XXX********6831,,fee,Service Charges/Fees,,-,,-14.28,-14.28 CAD,1
672fa8b0c88c9499584931ac,9/11/24,9/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0540 SQ *#8931 STEVE,,withdrawal,,,-,,-20.4,-20.4 CAD,1
672fa8b0c88c9499584931b2,9/11/24,9/11/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2948 NAYAX CANADA IN,,withdrawal,,,-,,-10,-10 CAD,1
672faa8a1179cb833f2854c3,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-7.01,-7.01 CAD,1
672faa8a1179cb833f2854c9,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-11.03,-11.03 CAD,1
672faa8a1179cb833f2854cf,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-5.79,-5.79 CAD,1
672faa8a1179cb833f2854d5,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #5309 GOLDEN  BC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-0.84,-0.84 CAD,1
672faa8a1179cb833f2854db,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-16.32,-16.32 CAD,1
672faa8a1179cb833f2854e1,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-9.08,-9.08 CAD,1
672faa8a1179cb833f2854e7,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-14.82,-14.82 CAD,1
672faa8a1179cb833f2854ed,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2771 LANGLEY  BC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-15.44,-15.44 CAD,1
672faa8a1179cb833f2854f3,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-4.84,-4.84 CAD,1
